instrument,direction,entry_date,entry,exit_date,exit,notional_frac,pnl_frac,R,hold_days,exit_reason,cost_frac
USDJPY=X,LONG,2024-08-06,145.7899932861328,2024-08-07,144.73199462890625,0.46243332634268147,-0.0034253770549901095,-1.0875235000956778,1,signal_flip,6.949626166885321e-05
GBPUSD=X,SHORT,2024-08-07,1.2684721946716309,2024-08-09,1.2747459411621094,0.9642390476886352,-0.005020820111983339,-1.594060967267926,2,signal_flip,0.00025178270869601277
USDJPY=X,SHORT,2024-08-07,144.73199462890625,2024-08-09,147.66900634765625,0.47443324312306095,-0.009704423094287554,-3.0810588149804143,2,signal_flip,7.686286899162521e-05
GBPUSD=X,LONG,2024-08-09,1.2747459411621094,2024-09-02,1.3128528594970703,0.9502300448889447,0.027994923327551737,8.888112611642724,24,resize,0.00041100255207770104
USDJPY=X,LONG,2024-08-09,147.66900634765625,2024-08-21,145.3470001220703,0.45963313109490206,-0.007359693340323196,-2.336630196503212,12,signal_flip,0.00013223906074842797
USDJPY=X,SHORT,2024-08-21,145.3470001220703,2024-10-17,149.5760040283203,0.4343235557141415,-0.013007861775215351,-4.129868081510759,57,signal_flip,0.0003708206794315556
GBPUSD=X,LONG,2024-09-02,1.3128528594970703,2024-10-07,1.3125253915786743,0.8463751276533695,-0.0005982197524169296,-0.18992888331141916,35,resize,0.00038710645115866123
AUDUSD=X,LONG,2024-10-07,0.6800592541694641,2024-11-13,0.6529401540756226,0.5655094835314942,-0.02291868272953,-7.276456185543287,37,signal_flip,0.0003675473778954491
GBPUSD=X,LONG,2024-10-07,1.3125253915786743,2024-11-15,1.266784906387329,0.7248343965481978,-0.0257018906187057,-8.160097296153516,39,signal_flip,0.000441977786380757
USDJPY=X,LONG,2024-10-17,149.5760040283203,2024-10-18,150.10000610351562,0.37968078941944006,0.0012746540509497805,0.4046901151745008,1,signal_flip,5.546251995358203e-05
USDJPY=X,SHORT,2024-10-18,150.10000610351562,2024-10-22,150.60499572753906,0.3794644244871693,-0.00134625281456341,-0.42742201789866446,4,signal_flip,6.959998804790748e-05
USDJPY=X,LONG,2024-10-22,150.60499572753906,2024-12-30,157.8730010986328,0.3793112155297189,0.017941580902267436,5.696275343369459,69,resize,0.0003634954895775966
EURUSD=X,SHORT,2024-11-07,1.073306918144226,2025-01-13,1.0244431495666504,0.7624130363106468,0.03398473661364994,10.789819374209895,67,resize,0.0007251618664828054
AUDUSD=X,SHORT,2024-11-13,0.6529401540756226,2025-04-07,0.5987701416015625,0.5109442152134945,0.041328861234784305,13.121506655608453,145,resize,0.0010607120498420462
GBPUSD=X,SHORT,2024-11-15,1.266784906387329,2024-11-19,1.2679253816604614,0.690860756814036,-0.0008203280144790362,-0.2604460703773107,4,signal_flip,0.00019835217126279602
GBPUSD=X,LONG,2024-11-19,1.2679253816604614,2024-11-20,1.2694543600082397,0.6884150671619664,0.000658693806357115,0.2091288002111355,1,signal_flip,0.00017145893543642495
GBPUSD=X,SHORT,2024-11-20,1.2694543600082397,2024-11-21,1.2655344009399414,0.6922308432701977,0.0019649815652109485,0.6238623062849542,1,signal_flip,0.00017256402675122246
GBPUSD=X,LONG,2024-11-21,1.2655344009399414,2024-11-22,1.2584789991378784,0.6911121912094539,-0.004025973766094363,-1.278207044394697,1,signal_flip,0.0001729973510199759
GBPUSD=X,SHORT,2024-11-22,1.2584789991378784,2024-11-25,1.2593823671340942,0.685652981737671,-0.0006814836602503668,-0.2163643545091805,3,signal_flip,0.00018930464046854322
GBPUSD=X,LONG,2024-11-25,1.2593823671340942,2024-11-26,1.2533055543899536,0.685926668562568,-0.0034821896172230193,-1.105560929417197,1,signal_flip,0.0001724339545704301
GBPUSD=X,SHORT,2024-11-26,1.2533055543899536,2024-11-27,1.2573871612548828,0.6818041337303912,-0.002391939844066997,-0.7594173574113467,1,signal_flip,0.00017152645562913219
GBPUSD=X,LONG,2024-11-27,1.2573871612548828,2024-12-03,1.265854835510254,0.6800208678670142,0.004366384329534047,1.3862840477371905,6,signal_flip,0.00021310826700715542
GBPUSD=X,SHORT,2024-12-03,1.265854835510254,2024-12-04,1.2674272060394287,0.6650977932986306,-0.0009920512718440003,-0.314966514374947,1,signal_flip,0.00016590585622027908
GBPUSD=X,LONG,2024-12-04,1.2674272060394287,2024-12-13,1.2677323818206787,0.6660399450502207,-7.278295422640142e-05,-0.023107871588118677,9,signal_flip,0.00023315450030487344
GBPUSD=X,SHORT,2024-12-13,1.2677323818206787,2025-02-19,1.2625784873962402,0.6893652803939254,0.0020485165381200674,0.6503838379762398,68,signal_flip,0.0007540590890175023
USDJPY=X,LONG,2024-12-30,157.8730010986328,2025-02-21,149.4080047607422,0.5145686072829236,-0.027968703956637177,-8.879788219446025,53,signal_flip,0.0003780371172699703
EURUSD=X,SHORT,2025-01-13,1.0244431495666504,2025-03-10,1.086059331893921,0.6542394698411029,-0.039821132668838646,-12.642817675998822,56,resize,0.00047122977136844263
GBPUSD=X,LONG,2025-02-19,1.2625784873962402,2025-02-20,1.2584155797958374,0.6060397277929359,-0.002150076471652566,-0.6826281172516686,1,signal_flip,0.00015187405163656617
