pair,family,params,train_sharpe,train_ret,train_dd,train_trades,train_wr,oos_sharpe,oos_ret,oos_dd,oos_trades,oos_wr,K_configs_tried,control_oos_p95,control_oos_best,control_oos_median,beats_noise,train_oos_decay,verdict,rank_by_oos,usdjpy_buyhold_oos_sharpe,beats_buyhold,train_oos_corr_all_K,expected_above_p95_by_chance,observed_above_p95,notes
USDJPY,ma_cross,"{""fast"": 5, ""slow"": 20}",-0.436,-26.14,-37.06,131,48.1,0.994,55.37,-13.03,54,54.3,258,0.514,0.905,-0.225,True,-1.43,INTERESTING,1,0.772,True,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,donchian,"{""n"": 10}",-0.061,-6.25,-32.13,48,49.2,0.784,40.94,-9.47,22,53.5,258,0.514,0.905,-0.225,True,-0.845,INTERESTING,2,0.772,True,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.091,-6.77,-26.43,181,49.4,0.766,35.89,-12.03,119,51.2,258,0.514,0.905,-0.225,True,-0.857,INTERESTING,3,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 14}",0.846,28.32,-4.96,37,47.9,0.76,12.4,-3.3,22,48.3,258,0.514,0.905,-0.225,True,0.086,INTERESTING,4,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 14}",0.713,21.59,-4.84,39,45.8,0.678,9.73,-3.48,24,45.8,258,0.514,0.905,-0.225,True,0.035,INTERESTING,5,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 10, ""look"": 60}",-0.024,-3.98,-29.85,106,49.1,0.675,33.9,-10.62,48,53.6,258,0.514,0.905,-0.225,True,-0.699,INTERESTING,6,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.224,3.98,-3.04,15,45.9,0.654,8.74,-6.86,21,47.6,258,0.514,0.905,-0.225,True,-0.43,INTERESTING,7,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 5, ""look"": 10}",-0.465,-27.51,-35.35,296,48.3,0.601,29.37,-12.63,147,53.0,258,0.514,0.905,-0.225,True,-1.066,INTERESTING,8,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.074,-5.33,-21.91,229,47.3,0.594,24.79,-12.18,147,48.5,258,0.514,0.905,-0.225,True,-0.668,INTERESTING,9,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.297,15.03,-14.5,118,47.5,0.585,15.99,-11.72,71,44.9,258,0.514,0.905,-0.225,True,-0.288,INTERESTING,10,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 10, ""look"": 20}",-0.335,-20.55,-32.53,200,49.5,0.575,21.24,-13.45,93,48.2,258,0.514,0.905,-0.225,True,-0.91,INTERESTING,11,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 10, ""k"": 1.5}",-0.361,-11.11,-19.14,36,43.7,0.574,12.09,-5.44,21,51.0,258,0.514,0.905,-0.225,True,-0.935,INTERESTING,12,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 14}",0.32,4.35,-1.91,5,41.7,0.572,3.35,-1.11,5,58.6,258,0.514,0.905,-0.225,True,-0.252,INTERESTING,13,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.72,-36.86,-40.36,387,47.0,0.569,25.98,-14.89,248,49.3,258,0.514,0.905,-0.225,True,-1.289,INTERESTING,14,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.696,-36.94,-40.58,357,48.7,0.543,25.4,-14.27,228,51.4,258,0.514,0.905,-0.225,True,-1.239,INTERESTING,15,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,donchian,"{""n"": 20}",0.178,9.15,-24.04,24,49.8,0.543,25.93,-17.64,12,53.5,258,0.514,0.905,-0.225,True,-0.365,INTERESTING,15,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 5}",-0.412,-28.44,-32.81,184,48.2,0.54,25.25,-16.63,127,50.0,258,0.514,0.905,-0.225,True,-0.952,INTERESTING,17,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 14}",-0.027,-2.38,-17.23,65,45.1,0.534,12.91,-7.41,52,50.2,258,0.514,0.905,-0.225,True,-0.561,INTERESTING,18,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 14}",0.349,5.18,-3.05,5,43.5,0.532,4.21,-1.72,5,59.0,258,0.514,0.905,-0.225,True,-0.183,INTERESTING,19,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,ma_cross,"{""fast"": 10, ""slow"": 100}",-0.036,-4.67,-31.59,32,48.5,0.522,24.67,-12.36,14,53.0,258,0.514,0.905,-0.225,True,-0.558,INTERESTING,20,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 14}",-0.212,-5.55,-11.57,29,46.0,0.518,4.53,-2.37,18,46.0,258,0.514,0.905,-0.225,True,-0.73,INTERESTING,21,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 2}",-0.206,-13.74,-27.45,257,49.2,0.501,22.62,-12.04,167,51.0,258,0.514,0.905,-0.225,False,-0.707,NOISE,22,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 14}",0.255,2.0,-2.24,8,41.2,0.469,2.45,-1.37,5,53.7,258,0.514,0.905,-0.225,False,-0.214,NOISE,23,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.203,8.61,-14.01,123,43.6,0.464,10.81,-9.59,71,41.6,258,0.514,0.905,-0.225,False,-0.261,NOISE,24,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 14}",-0.042,-1.82,-7.54,31,42.6,0.463,6.45,-2.87,19,49.6,258,0.514,0.905,-0.225,False,-0.505,NOISE,25,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 2}",-0.434,-16.7,-26.74,78,44.3,0.445,14.51,-14.83,54,52.7,258,0.514,0.905,-0.225,False,-0.879,NOISE,26,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.284,11.13,-14.27,107,46.8,0.436,10.78,-7.36,77,47.1,258,0.514,0.905,-0.225,False,-0.152,NOISE,27,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.181,-11.64,-22.5,302,47.3,0.436,18.39,-10.54,194,49.1,258,0.514,0.905,-0.225,False,-0.617,NOISE,27,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 5}",0.09,3.21,-14.12,164,48.5,0.427,17.07,-11.66,103,47.7,258,0.514,0.905,-0.225,False,-0.337,NOISE,29,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.311,9.39,-4.15,43,42.9,0.426,4.5,-4.17,25,41.2,258,0.514,0.905,-0.225,False,-0.115,NOISE,30,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.277,9.38,-12.38,116,44.1,0.42,8.34,-5.21,79,44.0,258,0.514,0.905,-0.225,False,-0.143,NOISE,31,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.042,0.4,-15.75,80,45.7,0.418,12.94,-9.03,39,48.7,258,0.514,0.905,-0.225,False,-0.376,NOISE,32,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 5, ""look"": 60}",0.092,3.36,-24.98,106,48.8,0.413,18.49,-15.53,48,53.1,258,0.514,0.905,-0.225,False,-0.321,NOISE,33,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 5}",-0.572,-34.82,-37.22,210,46.2,0.392,15.82,-14.06,143,47.8,258,0.514,0.905,-0.225,False,-0.964,NOISE,34,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 5}",-0.11,-7.11,-21.9,106,46.1,0.353,9.8,-9.42,62,45.5,258,0.514,0.905,-0.225,False,-0.463,NOISE,35,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 14}",-0.116,-5.18,-18.22,74,44.8,0.353,7.11,-7.58,56,49.2,258,0.514,0.905,-0.225,False,-0.469,NOISE,35,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 20, ""n"": 5}",-0.263,-16.54,-24.5,191,44.7,0.352,11.82,-10.49,113,45.2,258,0.514,0.905,-0.225,False,-0.615,NOISE,37,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.536,8.26,-3.04,16,49.2,0.352,3.64,-5.9,21,46.3,258,0.514,0.905,-0.225,False,0.184,NOISE,37,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 2}",-0.483,-20.89,-33.41,92,44.2,0.342,11.56,-16.48,64,51.7,258,0.514,0.905,-0.225,False,-0.825,NOISE,39,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.491,-23.04,-35.75,103,44.3,0.322,11.97,-19.6,63,52.4,258,0.514,0.905,-0.225,False,-0.813,NOISE,40,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.356,6.7,-5.4,33,49.2,0.31,3.23,-5.62,32,41.1,258,0.514,0.905,-0.225,False,0.046,NOISE,41,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 14}",0.075,1.76,-8.23,29,46.5,0.292,4.71,-4.41,18,50.9,258,0.514,0.905,-0.225,False,-0.217,NOISE,42,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,ma_cross,"{""fast"": 10, ""slow"": 50}",-0.223,-15.44,-31.07,66,47.8,0.281,11.4,-10.1,28,52.2,258,0.514,0.905,-0.225,False,-0.504,NOISE,43,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,donchian,"{""n"": 40}",-0.35,-21.24,-40.08,24,49.1,0.274,8.82,-9.16,8,48.3,258,0.514,0.905,-0.225,False,-0.624,NOISE,44,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,ma_cross,"{""fast"": 10, ""slow"": 50}",-0.167,-14.13,-28.21,52,50.4,0.249,8.61,-11.84,32,50.5,258,0.514,0.905,-0.225,False,-0.416,NOISE,45,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.33,11.07,-6.52,42,46.1,0.243,3.28,-6.46,25,40.9,258,0.514,0.905,-0.225,False,0.087,NOISE,46,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 20, ""n"": 14}",0.244,2.28,-2.87,8,41.8,0.24,1.35,-1.65,5,52.9,258,0.514,0.905,-0.225,False,0.004,NOISE,47,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.578,-23.97,-35.29,138,41.9,0.233,7.51,-15.59,96,49.4,258,0.514,0.905,-0.225,False,-0.811,NOISE,48,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 10, ""k"": 1.0}",-0.889,-42.1,-44.39,118,43.9,0.216,6.13,-10.18,64,48.0,258,0.514,0.905,-0.225,False,-1.105,NOISE,49,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": true, ""hold"": 5, ""lo"": 10, ""n"": 5}",0.328,6.78,-5.55,32,48.1,0.21,2.68,-9.1,33,43.2,258,0.514,0.905,-0.225,False,0.118,NOISE,50,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 2}",-0.435,-17.16,-27.0,124,42.3,0.18,4.93,-13.39,85,49.1,258,0.514,0.905,-0.225,False,-0.615,NOISE,51,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,donchian,"{""n"": 20}",-0.225,-14.99,-35.08,30,48.7,0.177,5.09,-11.66,18,46.9,258,0.514,0.905,-0.225,False,-0.402,NOISE,52,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,ma_cross,"{""fast"": 20, ""slow"": 100}",0.106,4.24,-27.27,18,49.0,0.177,6.09,-21.53,14,52.9,258,0.514,0.905,-0.225,False,-0.071,NOISE,52,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 10, ""n"": 5}",-0.271,-12.84,-24.42,116,42.1,0.177,3.64,-7.66,63,42.1,258,0.514,0.905,-0.225,False,-0.448,NOISE,52,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.142,5.27,-11.45,82,46.1,0.176,3.69,-6.05,55,46.9,258,0.514,0.905,-0.225,False,-0.034,NOISE,55,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,ma_cross,"{""fast"": 20, ""slow"": 50}",0.055,0.68,-30.25,41,50.3,0.174,5.38,-10.62,24,51.1,258,0.514,0.905,-0.225,False,-0.119,NOISE,56,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.485,-31.84,-41.97,370,46.4,0.162,5.35,-14.83,227,47.7,258,0.514,0.905,-0.225,False,-0.647,NOISE,57,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 14}",0.176,7.38,-12.24,75,46.8,0.154,3.4,-6.42,51,48.0,258,0.514,0.905,-0.225,False,0.022,NOISE,58,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,donchian,"{""n"": 55}",-0.218,-14.57,-35.88,16,49.5,0.153,4.2,-17.89,6,48.8,258,0.514,0.905,-0.225,False,-0.371,NOISE,59,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,momentum,"{""hold"": 10, ""look"": 20}",-0.268,-20.17,-27.71,175,49.5,0.145,4.17,-18.94,108,50.6,258,0.514,0.905,-0.225,False,-0.413,NOISE,60,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 2}",-0.353,-12.47,-19.6,106,42.9,0.143,3.42,-15.32,69,49.7,258,0.514,0.905,-0.225,False,-0.496,NOISE,61,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,ma_cross,"{""fast"": 20, ""slow"": 50}",0.062,1.41,-23.13,38,49.8,0.139,3.68,-16.49,30,45.3,258,0.514,0.905,-0.225,False,-0.077,NOISE,62,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,donchian,"{""n"": 20}",-0.319,-23.0,-36.13,29,49.7,0.133,3.66,-16.27,19,50.3,258,0.514,0.905,-0.225,False,-0.452,NOISE,63,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,momentum,"{""hold"": 20, ""look"": 60}",-0.441,-30.85,-41.52,107,49.8,0.127,3.72,-17.7,77,50.5,258,0.514,0.905,-0.225,False,-0.568,NOISE,64,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
AUDUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 14}",0.258,11.96,-12.66,87,46.7,0.121,2.58,-9.97,41,46.7,258,0.514,0.905,-0.225,False,0.137,NOISE,65,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,donchian,"{""n"": 40}",0.485,32.6,-18.7,10,50.2,0.119,3.26,-22.03,10,52.0,258,0.514,0.905,-0.225,False,0.366,NOISE,66,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 3, ""k"": 1.5}",-0.659,-11.35,-16.28,38,33.5,0.116,1.42,-5.45,22,41.2,258,0.514,0.905,-0.225,False,-0.775,NOISE,67,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 20, ""n"": 14}",-0.163,-4.94,-11.68,28,45.7,0.114,1.14,-3.44,18,46.3,258,0.514,0.905,-0.225,False,-0.277,NOISE,68,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 20, ""n"": 5}",-0.288,-11.27,-17.79,73,41.9,0.113,1.59,-8.3,47,42.0,258,0.514,0.905,-0.225,False,-0.401,NOISE,69,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 20, ""look"": 60}",0.073,2.1,-23.59,106,49.2,0.109,2.79,-24.16,48,52.6,258,0.514,0.905,-0.225,False,-0.036,NOISE,70,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,momentum,"{""hold"": 10, ""look"": 10}",-0.726,-37.51,-51.91,290,49.3,0.106,2.46,-11.95,168,49.0,258,0.514,0.905,-0.225,False,-0.832,NOISE,71,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,vol_break,"{""hold"": 10, ""k"": 1.0}",-0.317,-17.05,-24.73,126,46.1,0.103,2.38,-13.52,65,48.1,258,0.514,0.905,-0.225,False,-0.42,NOISE,72,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,ma_cross,"{""fast"": 20, ""slow"": 50}",-0.046,-5.34,-29.32,46,48.8,0.098,2.25,-15.21,22,51.0,258,0.514,0.905,-0.225,False,-0.144,NOISE,73,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 30, ""n"": 2}",-0.395,-22.66,-24.65,335,48.1,0.094,1.99,-17.36,218,48.6,258,0.514,0.905,-0.225,False,-0.489,NOISE,74,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,momentum,"{""hold"": 10, ""look"": 20}",-0.39,-23.94,-30.38,227,48.5,0.084,1.59,-14.9,113,50.9,258,0.514,0.905,-0.225,False,-0.474,NOISE,75,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
GBPUSD,vol_break,"{""hold"": 10, ""k"": 1.5}",-0.294,-10.92,-15.73,28,43.5,0.076,1.01,-9.79,14,46.8,258,0.514,0.905,-0.225,False,-0.37,NOISE,76,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": false, ""hold"": 5, ""lo"": 10, ""n"": 14}",-0.27,-3.92,-10.06,6,42.1,0.07,0.71,-3.8,7,38.5,258,0.514,0.905,-0.225,False,-0.34,NOISE,77,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
USDJPY,rsi_mr,"{""filt"": true, ""hold"": 3, ""lo"": 10, ""n"": 5}",0.253,5.73,-7.59,39,43.9,0.07,0.78,-5.83,20,43.8,258,0.514,0.905,-0.225,False,0.183,NOISE,77,0.772,False,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
EURUSD,rsi_mr,"{""filt"": false, ""hold"": 3, ""lo"": 30, ""n"": 2}",-0.351,-19.81,-21.97,367,46.9,0.067,1.05,-16.41,235,47.5,258,0.514,0.905,-0.225,False,-0.418,NOISE,79,0.772,n/a,0.269,12.9,21,K=258 tried; control best-of-K OOS Sharpe 0.905; train->OOS corr +0.269 (weak persistence)
